week,boatname,boatlength,extrarequest,skipperpno,skippername,skipperaddress,crewpno,crewname,crewaddress
10,Heather,22,Champagne,393,Heather Rotru,hr1@gannon.co.uk,305,Robert Owen,ro1@howie.co.de
10,Heather,22,Gin + Tonic,393,Heather Rotru,hr1@gannon.co.uk,305,Robert Owen,ro1@howie.co.de
10,Isobel,20,Rum,195,Naser Arthur,na1@williamson.co.fr,116,Jonathan Berridge,jb1@fraser.co.de
10,Isobel,20,Rum,195,Naser Arthur,na1@williamson.co.fr,145,John McPhail,jm1@knox.co.uk
10,Janet,17,Champagne,468,Jean Dickson,jd1@dods.com,530,Natalie Michie,nm1@shanks.co.nl
10,Kirsty,25,(no extras),382,Jeanne Moynagh,jm1@neroupos.co.de,101,Carole Smith,cs1@laverty.co.nl
10,Kirsty,25,(no extras),382,Jeanne Moynagh,jm1@neroupos.co.de,485,Andrew McKinlay,am1@lewis.com
10,Kirsty,25,(no extras),382,Jeanne Moynagh,jm1@neroupos.co.de,21,Alison Gray,ag1@dods.com
10,Kirsty,25,(no extras),382,Jeanne Moynagh,jm1@neroupos.co.de,352,Una Irvine,ui1@murrie.com
10,Mhairi,20,(no extras),538,Kimberly Haslam,kh1@robertson.co.fr,543,Erin Broadfoot,eb1@fraser.co.de
10,Mhairi,20,(no extras),538,Kimberly Haslam,kh1@robertson.co.fr,70,Margaret Yue,my1@kidd.co.fr
11,Abigail,18,Chocolates,419,Nicola Barnett,nb1@howie.co.de,218,Kaori Furnival,kf1@smith.com
11,Abigail,18,Rum,419,Nicola Barnett,nb1@howie.co.de,218,Kaori Furnival,kf1@smith.com
11,Beatrix,25,(no extras),181,Stig McAllister,sm1@little.co.nl,522,Quentin Sharp,qs1@mckellar.com
11,Beatrix,25,(no extras),181,Stig McAllister,sm1@little.co.nl,58,Andrew Moore,am1@boyd.com
11,Beatrix,25,(no extras),181,Stig McAllister,sm1@little.co.nl,31,Gordon Lee,gl1@wilson.org
11,Beatrix,25,(no extras),181,Stig McAllister,sm1@little.co.nl,116,Jonathan Berridge,jb1@fraser.co.de
11,Caroline,19,(no extras),335,Priscilla Watkins,pw1@campbell.co.de,590,Esam Chalmers,ec1@smith.co.fr
11,Caroline,19,(no extras),335,Priscilla Watkins,pw1@campbell.co.de,169,Jane Sinclair,js1@liao.co.fr
11,Deirdre,17,(no extras),356,Heather Selvamurthy,hs1@reeves.org,402,Yvonne Besse,yb1@daymond.com
11,Estella,20,(no extras),86,Lesley Rejeki,lr1@baldwin.co.nl,448,Catherine Crawford,cc1@hughes.co.uk
11,Estella,20,(no extras),86,Lesley Rejeki,lr1@baldwin.co.nl,311,Ian Thompson,it1@williamson.co.fr
11,Fiona,16,Hot water bottles,503,Sharon Ong,so1@shaw.co.uk,300,Kothanur Baxter,kb1@spence.co.nl
11,Gail,25,(no extras),249,John Ross,jr1@anderson.co.de,592,Catherine Kane,ck1@inman.co.nl
11,Gail,25,(no extras),249,John Ross,jr1@anderson.co.de,405,Wai Tedeschi,wt1@dalrymple.co.uk
11,Gail,25,(no extras),249,John Ross,jr1@anderson.co.de,240,Fiona Thornton,ft1@mueller.com
11,Gail,25,(no extras),249,John Ross,jr1@anderson.co.de,175,Emma Purves,ep1@murrie.com
11,Heather,22,Champagne,319,Stephen McGougan,sm1@kessler.co.de,239,Barbara Craig,bc1@jones.org
11,Heather,22,Flowers,319,Stephen McGougan,sm1@kessler.co.de,239,Barbara Craig,bc1@jones.org
11,Heather,22,Champagne,319,Stephen McGougan,sm1@kessler.co.de,409,Anne Saupin,as1@sturgeon.co.uk
11,Heather,22,Flowers,319,Stephen McGougan,sm1@kessler.co.de,409,Anne Saupin,as1@sturgeon.co.uk
11,Heather,22,Champagne,319,Stephen McGougan,sm1@kessler.co.de,467,Sadie Nyborg,sn1@williamson.co.fr
11,Heather,22,Flowers,319,Stephen McGougan,sm1@kessler.co.de,467,Sadie Nyborg,sn1@williamson.co.fr
11,Isobel,20,Mineral water,489,Alison McClenny,am2@lewis.com,372,Ann Hart,ah1@bliss.co.uk
11,Isobel,20,Mineral water,489,Alison McClenny,am2@lewis.com,447,Jane Taylor,jt1@downie.org
11,Janet,17,(no extras),208,Yvonne Jawnyj,yj1@orton.co.uk,310,Lesley Bryant,lb1@maniar.com
11,Kirsty,25,(no extras),353,Hamid Curry,hc1@shaw.co.uk,229,Michael Watt,mw1@tibbetts.org
11,Kirsty,25,(no extras),353,Hamid Curry,hc1@shaw.co.uk,45,Theresa Wilkinson,tw1@brown.com
11,Kirsty,25,(no extras),353,Hamid Curry,hc1@shaw.co.uk,290,John Schaufeld,js1@mungall.co.fr
11,Kirsty,25,(no extras),353,Hamid Curry,hc1@shaw.co.uk,358,Spiros Spencer,ss1@boyd.com
11,Mhairi,20,(no extras),90,Lisa Douglas,ld1@robertson.co.fr,398,Alan Macleod,am1@neroupos.co.de
11,Mhairi,20,(no extras),90,Lisa Douglas,ld1@robertson.co.fr,3,Kim McFeat,km1@smith.com
12,Abigail,18,Chocolates,446,Christopher McIlree,cm1@deans.co.uk,528,Jamie Rahner,jr1@shaw.co.uk
12,Abigail,18,Hot water bottles,446,Christopher McIlree,cm1@deans.co.uk,528,Jamie Rahner,jr1@shaw.co.uk
12,Beatrix,25,(no extras),91,Paul Durie,pd1@murdoch.co.de,183,Ilse Saliaris,is1@sanders.org
12,Beatrix,25,(no extras),91,Paul Durie,pd1@murdoch.co.de,382,Jeanne Moynagh,jm1@neroupos.co.de
12,Beatrix,25,(no extras),91,Paul Durie,pd1@murdoch.co.de,308,David Asgeirsson,da1@fraser.co.de
12,Beatrix,25,(no extras),91,Paul Durie,pd1@murdoch.co.de,123,Rupert Maher,rm1@shanks.co.nl
12,Caroline,19,(no extras),546,Jigar Latham,jl1@pryde.co.de,389,Jacqueline Bagley,jb1@pryde.co.de
12,Caroline,19,(no extras),546,Jigar Latham,jl1@pryde.co.de,414,Alan Ramsay,ar1@duckworth.org
12,Deirdre,17,Gin + Tonic,555,Patricia Thomson,pt1@khan.org,331,Margaret Howell,mh1@maclellan.co.uk
12,Estella,20,(no extras),336,Bin Johnston,bj1@suliman.com,317,James Stewart,js1@hendry.co.nl
12,Estella,20,(no extras),336,Bin Johnston,bj1@suliman.com,340,Steven Lewis,sl1@japp.co.uk
12,Fiona,16,Chocolates,226,Alison Bain,ab1@maniar.com,557,Damon Gordon,dg1@sigurdardottir.co.uk
12,Fiona,16,Rum,226,Alison Bain,ab1@maniar.com,557,Damon Gordon,dg1@sigurdardottir.co.uk
12,Gail,25,(no extras),362,Rona Stewart,rs1@kidd.co.fr,81,Elspeth Rennie,er1@orton.co.uk
12,Gail,25,(no extras),362,Rona Stewart,rs1@kidd.co.fr,172,Fraser West,fw1@kessler.co.de
12,Gail,25,(no extras),362,Rona Stewart,rs1@kidd.co.fr,520,Robert McKelvey,rm1@spence.co.nl
12,Gail,25,(no extras),362,Rona Stewart,rs1@kidd.co.fr,334,Josette Tait,jt1@suliman.com
12,Heather,22,(no extras),377,Nigel Paton,np1@fanutti.co.de,221,Janice Allan,ja1@murdoch.co.de
12,Heather,22,(no extras),377,Nigel Paton,np1@fanutti.co.de,453,Keith Neill,kn1@smith.org
12,Heather,22,(no extras),377,Nigel Paton,np1@fanutti.co.de,533,Mark Latus,ml1@kidd.co.fr
12,Isobel,20,(no extras),584,Richard Wilson,rw1@trail.co.de,480,Sylvia Stewart,ss1@murdoch.co.de
12,Isobel,20,(no extras),584,Richard Wilson,rw1@trail.co.de,69,Beverley Forrester,bf1@daymond.com
12,Janet,17,Gin + Tonic,283,Evan Jacobs,ej1@monks.org,536,Judith Slinger,js1@mitchell.co.uk
12,Janet,17,Hot water bottles,283,Evan Jacobs,ej1@monks.org,536,Judith Slinger,js1@mitchell.co.uk
12,Kirsty,25,(no extras),120,Marlie Import,mi1@laverty.co.nl,294,Anke Murray,am1@reeves.org
12,Kirsty,25,(no extras),120,Marlie Import,mi1@laverty.co.nl,348,Teh Hakami,th1@sigurdardottir.co.uk
12,Kirsty,25,(no extras),120,Marlie Import,mi1@laverty.co.nl,309,Keith Macintyre,km1@bruce.co.nl
12,Kirsty,25,(no extras),120,Marlie Import,mi1@laverty.co.nl,65,Jacqueline Reeves,jr1@mcdonald.com
12,Mhairi,20,Champagne,472,Kim Stewart,ks1@french.co.nl,25,Apostolos Connelly,ac1@mcaleese.org
12,Mhairi,20,Champagne,472,Kim Stewart,ks1@french.co.nl,285,Neil Thomson,nt1@suliman.com
13,Abigail,18,(no extras),239,Barbara Craig,bc1@jones.org,247,Matthew Ross,mr1@dawson.com
13,Beatrix,25,Rum,254,Sarah Sinclair,ss1@fraser.co.de,71,Ian Perry,ip1@christodoulou.com
13,Beatrix,25,Rum,254,Sarah Sinclair,ss1@fraser.co.de,355,Susan Fallon,sf1@japp.co.uk
13,Beatrix,25,Rum,254,Sarah Sinclair,ss1@fraser.co.de,537,Ian Staton,is1@brown.co.nl
13,Beatrix,25,Rum,254,Sarah Sinclair,ss1@fraser.co.de,316,Emma Murray,em1@heyes.org
13,Caroline,19,Rum,564,Simon Wilson,sw1@downie.org,412,Lee Stewart,ls1@ward.co.nl
13,Caroline,19,Rum,564,Simon Wilson,sw1@downie.org,118,Zaki Sawyer,zs1@dods.com
13,Deirdre,17,(no extras),208,Yvonne Jawnyj,yj1@orton.co.uk,154,Karen Marcinkiewicz,km1@orton.co.uk
13,Estella,20,Rum,142,Lynne Davidson,ld1@deans.co.uk,407,Hazel McWade,hm1@mok.co.uk
13,Estella,20,Rum,142,Lynne Davidson,ld1@deans.co.uk,9,Aileen Chaudhry,ac1@fraser.co.de
13,Fiona,16,(no extras),124,Fiona Howie,fh1@bain.org,398,Alan Macleod,am1@neroupos.co.de
13,Gail,25,(no extras),259,Sheena Soong,ss1@bettis.com,14,Carol Johnston,cj1@jahoda.co.nl
13,Gail,25,(no extras),259,Sheena Soong,ss1@bettis.com,290,John Schaufeld,js1@mungall.co.fr
13,Gail,25,(no extras),259,Sheena Soong,ss1@bettis.com,569,Aileen Nguyen,an1@reeves.org
13,Gail,25,(no extras),259,Sheena Soong,ss1@bettis.com,37,Jean Clark,jc1@trick.co.nl
13,Heather,22,(no extras),72,Kevin Khairuddin,kk1@mcdougal.com,535,Steven Henderson,sh1@reid.com
13,Heather,22,(no extras),72,Kevin Khairuddin,kk1@mcdougal.com,60,Cynthia Whitten,cw1@currie.com
13,Heather,22,(no extras),72,Kevin Khairuddin,kk1@mcdougal.com,147,Valerie Anderson,va1@stewart.org
13,Isobel,20,Hot water bottles,24,Eileen Lam,el1@coyle.org,493,Twen Watson,tw1@orton.co.uk
13,Isobel,20,Hot water bottles,24,Eileen Lam,el1@coyle.org,324,Lindsay Cumming,lc2@downie.org
13,Janet,17,Flowers,587,Peter Watt,pw1@mbweza.org,241,Linda Miller,lm1@maniar.com
13,Janet,17,Chocolates,587,Peter Watt,pw1@mbweza.org,241,Linda Miller,lm1@maniar.com
13,Kirsty,25,Mineral water,410,Alan Sneddon,as1@mcdonald.com,475,Kay Neale,kn1@mungall.co.fr
13,Kirsty,25,Mineral water,410,Alan Sneddon,as1@mcdonald.com,10,Deborah Pentland,dp1@downie.org
13,Kirsty,25,Mineral water,410,Alan Sneddon,as1@mcdonald.com,477,Cliodna Murray,cm1@mok.co.uk
13,Kirsty,25,Mineral water,410,Alan Sneddon,as1@mcdonald.com,119,Susan Archibald,sa1@mcphee.co.uk
13,Mhairi,20,(no extras),87,Aileen Ellis,ae1@stevenson.org,438,Tania Martin,tm1@spence.co.nl
13,Mhairi,20,(no extras),87,Aileen Ellis,ae1@stevenson.org,174,Denise Campbell,dc1@bain.org
14,Abigail,18,Gin + Tonic,194,Gail McCabe,gm1@daymond.com,390,Tanya Leng,tl1@sturgeon.co.uk
14,Beatrix,25,Champagne,74,Mary Kelso,mk1@duckworth.org,20,Mark Selby,ms1@barnett.co.uk
14,Beatrix,25,Hot water bottles,74,Mary Kelso,mk1@duckworth.org,20,Mark Selby,ms1@barnett.co.uk
14,Beatrix,25,Champagne,74,Mary Kelso,mk1@duckworth.org,135,Anthony Thompson,at1@scott.co.uk
14,Beatrix,25,Hot water bottles,74,Mary Kelso,mk1@duckworth.org,135,Anthony Thompson,at1@scott.co.uk
14,Beatrix,25,Champagne,74,Mary Kelso,mk1@duckworth.org,109,Terence Cavanagh,tc1@barnett.co.uk
14,Beatrix,25,Hot water bottles,74,Mary Kelso,mk1@duckworth.org,109,Terence Cavanagh,tc1@barnett.co.uk
14,Beatrix,25,Champagne,74,Mary Kelso,mk1@duckworth.org,379,Ursula Mak,um1@mcaleese.org
14,Beatrix,25,Hot water bottles,74,Mary Kelso,mk1@duckworth.org,379,Ursula Mak,um1@mcaleese.org
14,Caroline,19,(no extras),458,Mohammed Clarke,mc2@inman.co.nl,37,Jean Clark,jc1@trick.co.nl
14,Caroline,19,(no extras),458,Mohammed Clarke,mc2@inman.co.nl,278,Anthony Jones,aj1@maclellan.co.uk
14,Deirdre,17,Chocolates,580,Malcolm Gibson,mg1@heyes.org,378,Ian Cogan,ic1@bettis.com
14,Estella,20,Flowers,503,Sharon Ong,so1@shaw.co.uk,492,Karl Bonds,kb1@gannon.co.uk
14,Estella,20,Mineral water,503,Sharon Ong,so1@shaw.co.uk,492,Karl Bonds,kb1@gannon.co.uk
14,Estella,20,Rum,503,Sharon Ong,so1@shaw.co.uk,492,Karl Bonds,kb1@gannon.co.uk
14,Estella,20,Flowers,503,Sharon Ong,so1@shaw.co.uk,288,Andrew Das,ad1@rice.co.de
14,Estella,20,Mineral water,503,Sharon Ong,so1@shaw.co.uk,288,Andrew Das,ad1@rice.co.de
14,Estella,20,Rum,503,Sharon Ong,so1@shaw.co.uk,288,Andrew Das,ad1@rice.co.de
14,Fiona,16,Flowers,220,Heather Brown,hb1@smith.org,171,Stephen Ogg,so1@mitchell.co.uk
14,Gail,25,Rum,314,Jane Kennedy,jk1@lu.co.nl,538,Kimberly Haslam,kh1@robertson.co.fr
14,Gail,25,Rum,314,Jane Kennedy,jk1@lu.co.nl,442,Graham Latham,gl1@bruce.co.nl
14,Gail,25,Rum,314,Jane Kennedy,jk1@lu.co.nl,61,Hugh Mesher,hm1@mckellar.com
14,Gail,25,Rum,314,Jane Kennedy,jk1@lu.co.nl,414,Alan Ramsay,ar1@duckworth.org
14,Heather,22,(no extras),563,Grant Taylor,gt1@gordon.co.nl,114,Maria Reaney,mr1@reid.com
14,Heather,22,(no extras),563,Grant Taylor,gt1@gordon.co.nl,404,Emmanuel Pilgrim,ep1@duckworth.org
14,Heather,22,(no extras),563,Grant Taylor,gt1@gordon.co.nl,236,Chee Waller,cw1@rice.co.de
14,Isobel,20,Gin + Tonic,325,Phillip Agnew,pa1@boyd.com,238,Andrew MacDougall,am1@sebban.org
14,Isobel,20,Gin + Tonic,325,Phillip Agnew,pa1@boyd.com,16,Lorna Pollock,lp1@mcdougal.com
14,Janet,17,(no extras),266,Gary Ferguson,gf1@mcdonald.co.nl,395,Therese Gray,tg1@coyle.org
14,Kirsty,25,(no extras),136,Murray Paton,mp1@daymond.com,253,Wendy Campbell,wc1@downie.org
14,Kirsty,25,(no extras),136,Murray Paton,mp1@daymond.com,167,Thomas Hodgman,th1@mckellar.com
14,Kirsty,25,(no extras),136,Murray Paton,mp1@daymond.com,545,Mustafa Brown,mb1@shaw.co.uk
14,Kirsty,25,(no extras),136,Murray Paton,mp1@daymond.com,401,Patrick Sharp,ps1@mckellar.com
14,Mhairi,20,(no extras),127,Gerard Kean,gk1@gordon.co.nl,400,Marie McKean,mm1@jere.co.fr
14,Mhairi,20,(no extras),127,Gerard Kean,gk1@gordon.co.nl,443,Kendra Chambers,kc1@maniar.com
15,Abigail,18,(no extras),372,Ann Hart,ah1@bliss.co.uk,416,Keith Pimstone,kp1@stewart.org
15,Beatrix,25,Rum,349,Elaine Gardner,eg1@ogunbadejo.co.uk,190,Michael Roberts,mr1@french.co.nl
15,Beatrix,25,Rum,349,Elaine Gardner,eg1@ogunbadejo.co.uk,448,Catherine Crawford,cc1@hughes.co.uk
15,Beatrix,25,Rum,349,Elaine Gardner,eg1@ogunbadejo.co.uk,128,Rolf Swarbrick,rs1@mcdougal.com
15,Beatrix,25,Rum,349,Elaine Gardner,eg1@ogunbadejo.co.uk,81,Elspeth Rennie,er1@orton.co.uk
15,Caroline,19,(no extras),183,Ilse Saliaris,is1@sanders.org,142,Lynne Davidson,ld1@deans.co.uk
15,Caroline,19,(no extras),183,Ilse Saliaris,is1@sanders.org,38,Cornelius Honore,ch1@anderson.co.de
15,Deirdre,17,Champagne,571,Douglas Loach,dl1@mcdonald.co.nl,490,Hazel Hall,hh1@daymond.com
15,Estella,20,Mineral water,385,Barry Ross,br1@bain.org,129,Laurel Smith,ls1@duckworth.org
15,Estella,20,Rum,385,Barry Ross,br1@bain.org,129,Laurel Smith,ls1@duckworth.org
15,Estella,20,Mineral water,385,Barry Ross,br1@bain.org,89,Russell Buchanan,rb1@clark.co.de
15,Estella,20,Rum,385,Barry Ross,br1@bain.org,89,Russell Buchanan,rb1@clark.co.de
15,Fiona,16,Gin + Tonic,199,Terence Neale,tn1@little.co.nl,515,Adrian Gallagher,ag1@jahoda.co.nl
15,Fiona,16,Hot water bottles,199,Terence Neale,tn1@little.co.nl,515,Adrian Gallagher,ag1@jahoda.co.nl
15,Gail,25,Flowers,596,Ling Kellett,lk1@morrison.co.uk,340,Steven Lewis,sl1@japp.co.uk
15,Gail,25,Hot water bottles,596,Ling Kellett,lk1@morrison.co.uk,340,Steven Lewis,sl1@japp.co.uk
15,Gail,25,Flowers,596,Ling Kellett,lk1@morrison.co.uk,360,Roslyn Owen,ro1@ford.com
15,Gail,25,Hot water bottles,596,Ling Kellett,lk1@morrison.co.uk,360,Roslyn Owen,ro1@ford.com
15,Gail,25,Flowers,596,Ling Kellett,lk1@morrison.co.uk,543,Erin Broadfoot,eb1@fraser.co.de
15,Gail,25,Hot water bottles,596,Ling Kellett,lk1@morrison.co.uk,543,Erin Broadfoot,eb1@fraser.co.de
15,Gail,25,Flowers,596,Ling Kellett,lk1@morrison.co.uk,78,Richard MacDonald,rm1@wilson.org
15,Gail,25,Hot water bottles,596,Ling Kellett,lk1@morrison.co.uk,78,Richard MacDonald,rm1@wilson.org
15,Heather,22,Rum,472,Kim Stewart,ks1@french.co.nl,462,Nancy McCarthy,nm1@spence.co.nl
15,Heather,22,Rum,472,Kim Stewart,ks1@french.co.nl,513,Mary Falaye,mf1@rice.org
15,Heather,22,Rum,472,Kim Stewart,ks1@french.co.nl,268,Laura Cha,lc1@downie.org
15,Isobel,20,(no extras),197,Peter Kemp,pk1@heyes.org,32,Caroline Gough,cg1@shaw.co.uk
15,Isobel,20,(no extras),197,Peter Kemp,pk1@heyes.org,428,Francis Turner,ft1@little.co.nl
15,Janet,17,(no extras),241,Linda Miller,lm1@maniar.com,497,Douglas Young,dy1@hughes.co.uk
15,Kirsty,25,(no extras),339,Gerard McCreary,gm1@jere.co.fr,92,Clare Winlow,cw1@hughes.co.uk
15,Kirsty,25,(no extras),339,Gerard McCreary,gm1@jere.co.fr,158,Sarah Walker,sw1@mok.co.uk
15,Kirsty,25,(no extras),339,Gerard McCreary,gm1@jere.co.fr,181,Stig McAllister,sm1@little.co.nl
15,Kirsty,25,(no extras),339,Gerard McCreary,gm1@jere.co.fr,483,Debra Hiddleston,dh1@myles.org
15,Mhairi,20,Champagne,592,Catherine Kane,ck1@inman.co.nl,521,Karen Pierzchalo,kp1@monks.org
15,Mhairi,20,Chocolates,592,Catherine Kane,ck1@inman.co.nl,521,Karen Pierzchalo,kp1@monks.org
15,Mhairi,20,Champagne,592,Catherine Kane,ck1@inman.co.nl,185,Lesli Cox,lc1@murdoch.co.de
15,Mhairi,20,Chocolates,592,Catherine Kane,ck1@inman.co.nl,185,Lesli Cox,lc1@murdoch.co.de
16,Abigail,18,Flowers,581,John Dlakwa,jd1@jones.org,85,Thomas Lawton,tl1@shaw.co.uk
16,Abigail,18,Mineral water,581,John Dlakwa,jd1@jones.org,85,Thomas Lawton,tl1@shaw.co.uk
16,Beatrix,25,(no extras),313,Stephen Venables,sv1@monks.org,216,Joan Gough,jg1@downie.org
16,Beatrix,25,(no extras),313,Stephen Venables,sv1@monks.org,347,George Billinghame,gb1@coyle.org
16,Beatrix,25,(no extras),313,Stephen Venables,sv1@monks.org,444,Sally Jones,sj1@sturgeon.co.uk
16,Beatrix,25,(no extras),313,Stephen Venables,sv1@monks.org,542,Jonathan Wallace,jw1@bruce.co.nl
16,Caroline,19,Chocolates,229,Michael Watt,mw1@tibbetts.org,231,Caroline Hill,ch1@myles.org
16,Caroline,19,Chocolates,229,Michael Watt,mw1@tibbetts.org,350,Helen Bargh,hb1@sharp.com
16,Deirdre,17,Champagne,477,Cliodna Murray,cm1@mok.co.uk,248,Catherine McQuillan,cm1@ford.com
16,Deirdre,17,Mineral water,477,Cliodna Murray,cm1@mok.co.uk,248,Catherine McQuillan,cm1@ford.com
16,Gail,25,(no extras),170,Aileen Oderman,ao1@shaw.co.uk,162,Simon Neil,sn1@japp.co.uk
16,Gail,25,(no extras),170,Aileen Oderman,ao1@shaw.co.uk,482,Julio McKenna,jm1@murrie.com
16,Gail,25,(no extras),170,Aileen Oderman,ao1@shaw.co.uk,152,Jody Palmer,jp1@fanutti.co.de
16,Gail,25,(no extras),170,Aileen Oderman,ao1@shaw.co.uk,588,John Macfadyen,jm1@murdoch.co.de
16,Heather,22,Chocolates,213,Jonathan Howie,jh1@mungall.co.fr,151,Timothy McNicol,tm1@bruce.co.nl
16,Heather,22,Gin + Tonic,213,Jonathan Howie,jh1@mungall.co.fr,151,Timothy McNicol,tm1@bruce.co.nl
16,Heather,22,Chocolates,213,Jonathan Howie,jh1@mungall.co.fr,293,Jacqueline Ross,jr1@neroupos.co.de
16,Heather,22,Gin + Tonic,213,Jonathan Howie,jh1@mungall.co.fr,293,Jacqueline Ross,jr1@neroupos.co.de
16,Heather,22,Chocolates,213,Jonathan Howie,jh1@mungall.co.fr,147,Valerie Anderson,va1@stewart.org
16,Heather,22,Gin + Tonic,213,Jonathan Howie,jh1@mungall.co.fr,147,Valerie Anderson,va1@stewart.org
16,Isobel,20,Chocolates,168,Ray Scott,rs1@sanders.org,598,Paula Davidson,pd1@mcdougal.com
16,Isobel,20,Chocolates,168,Ray Scott,rs1@sanders.org,156,Roderick Elkerton,re1@robertson.co.fr
16,Janet,17,(no extras),241,Linda Miller,lm1@maniar.com,476,Helen Farrar,hf1@brown.co.nl
16,Kirsty,25,(no extras),70,Margaret Yue,my1@kidd.co.fr,38,Cornelius Honore,ch1@anderson.co.de
16,Kirsty,25,(no extras),70,Margaret Yue,my1@kidd.co.fr,562,Anthony Sood,as1@sneddon.com
16,Kirsty,25,(no extras),70,Margaret Yue,my1@kidd.co.fr,570,David Clough,dc1@mitchell.co.uk
16,Kirsty,25,(no extras),70,Margaret Yue,my1@kidd.co.fr,424,Lynn McKinnell,lm1@kessler.co.de
16,Mhairi,20,(no extras),223,Cheuk Rosentswieg,cr1@fraser.co.de,504,Stephanie Caldwell,sc1@ogunbadejo.co.uk
16,Mhairi,20,(no extras),223,Cheuk Rosentswieg,cr1@fraser.co.de,530,Natalie Michie,nm1@shanks.co.nl
17,Abigail,18,Rum,58,Andrew Moore,am1@boyd.com,197,Peter Kemp,pk1@heyes.org
17,Caroline,19,(no extras),529,Maxine James,mj1@stewart.org,324,Lindsay Cumming,lc2@downie.org
17,Caroline,19,(no extras),529,Maxine James,mj1@stewart.org,291,Mary Lim,ml1@reid.com
17,Estella,20,Rum,397,Barbara Morrison,bm1@ward.co.nl,96,Chadag Hood,ch1@trick.co.nl
17,Estella,20,Rum,397,Barbara Morrison,bm1@ward.co.nl,49,Margaret McLaughlin,mm1@barnett.co.uk
17,Gail,25,(no extras),226,Alison Bain,ab1@maniar.com,381,Raymond Fairbairn,rf1@kidd.co.fr
17,Gail,25,(no extras),226,Alison Bain,ab1@maniar.com,421,Maureen Hunt,mh1@sturgeon.co.uk
17,Gail,25,(no extras),226,Alison Bain,ab1@maniar.com,248,Catherine McQuillan,cm1@ford.com
17,Gail,25,(no extras),226,Alison Bain,ab1@maniar.com,556,Andrew Cannon,ac1@montgomery.org
17,Isobel,20,Champagne,240,Fiona Thornton,ft1@mueller.com,177,Aileen Storrie,as1@bettis.com
17,Isobel,20,Rum,240,Fiona Thornton,ft1@mueller.com,177,Aileen Storrie,as1@bettis.com
17,Isobel,20,Champagne,240,Fiona Thornton,ft1@mueller.com,221,Janice Allan,ja1@murdoch.co.de
17,Isobel,20,Rum,240,Fiona Thornton,ft1@mueller.com,221,Janice Allan,ja1@murdoch.co.de
17,Janet,17,(no extras),170,Aileen Oderman,ao1@shaw.co.uk,560,Yvonne Majerus,ym1@brown.com
17,Mhairi,20,Chocolates,373,Sheena Tulley,st1@coyle.org,54,Kwok Drummond,kd1@pryde.co.de
17,Mhairi,20,Mineral water,373,Sheena Tulley,st1@coyle.org,54,Kwok Drummond,kd1@pryde.co.de
17,Mhairi,20,Rum,373,Sheena Tulley,st1@coyle.org,54,Kwok Drummond,kd1@pryde.co.de
17,Mhairi,20,Chocolates,373,Sheena Tulley,st1@coyle.org,356,Heather Selvamurthy,hs1@reeves.org
17,Mhairi,20,Mineral water,373,Sheena Tulley,st1@coyle.org,356,Heather Selvamurthy,hs1@reeves.org
17,Mhairi,20,Rum,373,Sheena Tulley,st1@coyle.org,356,Heather Selvamurthy,hs1@reeves.org
18,Caroline,19,(no extras),242,Jeannine McDowall,jm1@sturgeon.co.uk,563,Grant Taylor,gt1@gordon.co.nl
18,Caroline,19,(no extras),242,Jeannine McDowall,jm1@sturgeon.co.uk,491,Joyce Wilson,jw1@taylor.co.de
18,Deirdre,17,(no extras),232,Ronald Browning,rb1@lu.co.nl,271,Susan Paterson,sp1@burns.com
18,Fiona,16,Hot water bottles,109,Terence Cavanagh,tc1@barnett.co.uk,295,Catherine Wilson,cw1@stevenson.org
18,Isobel,20,(no extras),59,Mandy Higgs,mh1@howie.co.de,217,Lorna Binnie,lb1@rice.co.de
18,Isobel,20,(no extras),59,Mandy Higgs,mh1@howie.co.de,494,Linnet Lewis,ll1@dods.com
18,Kirsty,25,(no extras),111,Sammy Abbot,sa1@mckellar.com,343,Elizabeth Lightfoot,el1@lothian.co.uk
18,Kirsty,25,(no extras),111,Sammy Abbot,sa1@mckellar.com,188,Debra Ojekwe,do1@deans.co.uk
18,Kirsty,25,(no extras),111,Sammy Abbot,sa1@mckellar.com,524,Isabella MacDonald,im1@hay.org
18,Kirsty,25,(no extras),111,Sammy Abbot,sa1@mckellar.com,15,James Sinclair,js1@anderson.co.fr
19,Caroline,19,(no extras),445,Christopher Tueje,ct1@gannon.co.uk,391,Andre MacDonald,am1@liao.co.fr
19,Caroline,19,(no extras),445,Christopher Tueje,ct1@gannon.co.uk,101,Carole Smith,cs1@laverty.co.nl
19,Deirdre,17,(no extras),245,Rosemary Wallace,rw1@kidd.co.fr,333,Patrick Wilson,pw1@jahoda.co.nl
19,Mhairi,20,(no extras),350,Helen Bargh,hb1@sharp.com,382,Jeanne Moynagh,jm1@neroupos.co.de
19,Mhairi,20,(no extras),350,Helen Bargh,hb1@sharp.com,224,Elizabeth Smoothy,es1@lu.co.nl
20,Kirsty,25,(no extras),198,Simon Kalligeros,sk1@mbweza.org,456,Richard Edwards,re1@lewis.com
20,Kirsty,25,(no extras),198,Simon Kalligeros,sk1@mbweza.org,57,Simon MacPherson,sm1@reid.com
20,Kirsty,25,(no extras),198,Simon Kalligeros,sk1@mbweza.org,343,Elizabeth Lightfoot,el1@lothian.co.uk
